Company Size,Industry,Revenue,Location,Employee Turnover Rate,Employee Skillset,Job Openings,Recruitment Budget,Company Age,Growth Rate,Likely to Hire
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Copenhagen,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Stockholm,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Vienna,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Athens,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Brussels,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Prague,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Lisbon,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Paris,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Madrid,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Berlin,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Amsterdam,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,London,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Paris,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Berlin,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Madrid,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Amsterdam,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Rome,20,Management,27,38000,8,11,Yes
